-6.2,218.6,100,1.55529,"wp"
-15.0514,218.489,100
-19.5045,218.298,100
-23.9668,218.063,100
-28.4312,217.816,100
-32.8911,217.592,100
-37.3394,217.425,100
-41.7694,217.348,100
-46.1742,217.396,100
-50.5469,217.601,100
-54.8807,217.999,100
-59.1687,218.622,100
-63.404,219.505,100
-67.5798,220.682,100
-71.6892,222.186,100
-75.7253,224.051,100
-79.6813,226.311,100
-83.5504,229,100
-87.3255,232.152,100
-91,235.8,100,0.747442,"wp"
-96.8751,241.141,100
-100.12,243.518,100
-103.516,245.749,100
-107.024,247.874,100
-110.603,249.93,100
-114.214,251.956,100
-117.815,253.99,100
-121.369,256.071,100
-124.833,258.237,100
-128.169,260.526,100
-131.337,262.976,100
-134.295,265.627,100
-137.005,268.516,100
-139.426,271.681,100
-141.519,275.162,100
-143.242,278.995,100
-144.557,283.221,100
-145.423,287.876,100
-145.8,293,100,0.0222186,"wp"
